,quantiles,ALE
0,0.0,-0.01137584869401766
1,0.0,-0.01137584869401766
2,0.0,-0.01137584869401766
3,0.0,-0.01137584869401766
4,0.0,-0.01137584869401766
5,0.0,-0.01137584869401766
6,0.0,-0.01137584869401766
7,0.0,-0.01137584869401766
8,0.0,-0.01137584869401766
9,0.0,-0.01137584869401766
10,0.0,-0.01137584869401766
11,0.0,-0.01137584869401766
12,0.0,-0.01137584869401766
13,0.0,-0.01137584869401766
14,0.0,-0.01137584869401766
15,0.0,-0.01137584869401766
16,0.0,-0.01137584869401766
17,0.0,-0.01137584869401766
18,0.0,-0.01137584869401766
19,0.0,-0.01137584869401766
20,0.0,-0.01137584869401766
21,0.0,-0.01137584869401766
22,0.1,-0.016066787205344966
23,0.1,-0.016066787205344966
24,0.1,-0.016066787205344966
25,0.2,-0.0158667872053451
26,0.3,-0.014559094897653311
27,0.5,-0.012841146179703724
28,0.7,-0.00968489617970389
29,0.925,-0.006216146179703815
30,1.3625,-0.002475405438962845
31,1.7,-0.0008215592851165826
32,2.1,0.004011774048217034
33,2.8750000000000115,0.017636774048217865
34,3.7,0.0355213894328331
35,4.6,0.03944446635591005
36,6.2,0.045837323498766944
37,8.2,0.057652138313580015
38,12.025,0.07511880498024624
39,31.1,0.08571139757284138
