,quantiles,ALE
0,0.0,-0.11380120032150173
1,0.0,-0.11380120032150173
2,0.0,-0.11380120032150173
3,0.0,-0.11380120032150173
4,0.0,-0.11380120032150173
5,0.0,-0.11380120032150173
6,0.0,-0.11380120032150173
7,0.0,-0.11380120032150173
8,0.0,-0.11380120032150173
9,0.0,-0.11380120032150173
10,0.0,-0.11380120032150173
11,0.0,-0.11380120032150173
12,0.0,-0.11380120032150173
13,0.0,-0.11380120032150173
14,0.0,-0.11380120032150173
15,0.0,-0.11380120032150173
16,0.0,-0.11380120032150173
17,0.0,-0.11380120032150173
18,0.0,-0.11380120032150173
19,0.0,-0.11380120032150173
20,0.0,-0.11380120032150173
21,0.0,-0.11380120032150173
22,0.1,-0.11092094142182549
23,0.1,-0.11092094142182549
24,0.1,-0.11092094142182549
25,0.2,-0.10518760808849179
26,0.3,-0.09987991578079934
27,0.5,-0.09349530039618424
28,0.7,-0.07705780039618364
29,0.925,-0.052682800396182825
30,1.3625,-0.03927539298877522
31,1.7,-0.023736931450313553
32,2.1,0.002388068549687289
33,2.8750000000000115,0.04282556854968764
34,3.7,0.13244095316507232
35,4.6,0.29271018393430337
36,6.2,0.4403887553628768
37,8.2,0.6490924590665815
38,12.025,0.7315591257332469
39,31.1,1.0362998664739893
